canton,city,name_fr,cuisine_type,price_range,avg_rating,review_count,phone,email,website,is_published,is_featured,claim_status,address,postal_code,slug,id,merchant_id
geneve,Genève,Bap,coreen,2,4.2,497,+41 22 731 11 33,info@b-a-p.ch,http://www.b-a-p.ch/,true,false,unclaimed,Rue de Coutance 25,1201,bap,792ce823-2b3c-4def-bcba-cd52732daec2,
geneve,Genève,Bayview by Michel Roth,gastronomique,4,5,5,+41 22 906 65 52,bayview@hotelpresident.ch,https://www.restaurantbayview.com,true,true,unclaimed,Quai Wilson 47,1201,bayview-by-michel-roth,de1a40b2-b0be-4e78-9377-c907833aa066,
geneve,Genève,Bee Maï,vietnamien,2,4.8,214,+41 22 733 39 39,info@beemai.ch,https://beemai.ch/,true,false,unclaimed,Rue de la Servette 57,1202,bee-ma,7beb29eb-ef2b-406a-b02c-440cafc08c6f,
geneve,Genève,Beirut Bistrot,libanais,2,5,5,+41 22 321 00 41,info@beirutbistrot.com,https://beirutbistrot.com,true,false,unclaimed,Boulevard du Pont-d Arve 44,1205,beirut-bistrot-geneve,bdf1d80f-e517-4bc5-a552-89fb55f76451,
geneve,Genève,Bio Fred,vegetarien,2,4.9,136,+41 22 310 15 86,boutique@biofred.com,https://biofred.com/,true,false,unclaimed,Rue de la Boulangerie 3,1204,bio-fred,15e633bd-367c-4a9d-91ae-ca586c6c7695,
geneve,Genève,Bistrot du Boeuf Rouge,francais,2,4.8,5,+41 22 732 75 37,,https://www.boeufrouge.ch,true,false,unclaimed,Rue Dr-Alfred-Vincent 17,1201,bistrot-du-boeuf-rouge,4665eff8-3ae5-488a-917f-acdf62f2476b,
geneve,Genève,Brasserie Lipp,francais,3,4.8,5,+41 22 318 80 30,contact@brasserielipp.ch,https://www.brasserielipp.ch,true,false,unclaimed,Rue de la Confédération 8,1204,brasserie-lipp,97697237-62a1-400e-a5c6-60d05ecd54ec,
geneve,Genève,Brasseur des Grottes,suisse,2,3.8,5,+41 22 734 92 00,bdgclub02@gmail.com,,true,false,unclaimed,Rue de la Servette 10,1201,brasseur-des-grottes-geneve,959d35b9-3520-4c33-bf2e-3497773b36f5,
geneve,Carouge,Café des Négociants,francais,3,3.8,5,+41 22 300 31 30,,https://negociants.ch,true,false,unclaimed,Rue de la Filature 29,1227,cafe-des-negociants-carouge,bc4a511a-a944-4788-9f09-25fa0119ad53,
geneve,Genève,Café du Centre,fruits-de-mer,2,4.1,2688,+41 22 311 85 86,,https://cafeducentre.ch/,true,false,unclaimed,Pl. du Molard 5,1204,cafe-du-centre,acf506ed-3dc7-43ac-ad8e-6e4a37d2222b,
geneve,Genève,Café du Soleil,suisse,3,5,5,+41 22 733 34 17,,https://www.cafedusoleil.ch,true,false,unclaimed,Place du Petit-Saconnex 6,1209,cafe-du-soleil,063b992d-20a9-4957-a1b0-e5ac696fdf03,
geneve,Genève,Casanova,italien,3,5,5,+41 22 732 24 14,,https://lecasanova.ch,true,false,unclaimed,Quai du Mont-Blanc 3,1201,casanova-geneve,0ca4d668-b30a-4870-883f-0c61d2bd6215,
geneve,Genève,Chez Ma Cousine,francais,1,4,5,+41 22 310 96 96,greenwashing@chezmacousine.ch,https://www.chezmacousine.ch,true,false,unclaimed,Place du Bourg-de-Four 6,1204,chez-ma-cousine,41b9be47-0711-4525-a067-f9379bee86a8,
geneve,Genève,Chez Philippe,francais,4,4.8,5,+41 22 316 16 16,,https://chezphilippe.ch,true,true,unclaimed,Rue du Rhone 8,1204,chez-philippe-geneve,a82d633b-75aa-419a-8f40-561431dbb7e2,
geneve,Genève,Chez Sunny,chinois,2,4.2,5,+41 22 321 89 40,,,true,false,unclaimed,Avenue du Mail 5,1205,chez-sunny-geneve,f90627ca-7e68-488b-a3d0-702f326f4243,
geneve,Genève,Chouchouette,fusion,2,4.6,273,+41 22 300 02 02,,http://www.chouchouette.ch/,true,false,unclaimed,Rue de la Corraterie 12,1204,chouchouette,1daf0fa8-107f-429b-a41b-6e3f657e1007,
geneve,Genève,Corail Rose,fruits-de-mer,2,4.4,349,+41 22 733 03 98,,http://www.restaurant-corail-rose-gambas.ch/,true,false,unclaimed,Rue de Montbrillant 10,1201,corail-rose,1d6d9f80-99cd-4078-a424-d25ed22f3b38,
geneve,Genève,Costa Smeralda,italien,2,4,5,+41 22 731 23 73,costasmeraldagi@gmail.com,,true,false,unclaimed,Rue de Lausanne 85,1202,costa-smeralda-geneve,96412615-daf8-4227-997f-5ca2c601ff2e,
geneve,Genève,El Catrín,mexicain,2,4.8,5,+41 76 770 15 54,reservations@elcatringeneva.com,https://www.elcatringeneva.com,true,false,unclaimed,Rue de Richemont 7-9,1202,el-catrin,f58cedcc-f03d-4b9e-add2-8bcdbc3207c0,
geneve,Genève,El Catrín,mexicain,2,4.6,2221,+41 76 770 15 54,reservations@elcatringeneva.com,http://elcatringeneva.com/,true,false,unclaimed,Rue de Richemont 7,1202,el-catrn,417a1b9d-ad4e-4a40-857f-d833719a1386,
geneve,Genève,El Faro,espagnol,2,4.6,606,+41 22 732 21 98,,http://www.elfaro.ch/,true,false,unclaimed,Rue de Fribourg 5,1201,el-faro,21c339e3-0b27-44d3-9ca9-4c778eaca8c7,
geneve,Genève,El Ruedo,espagnol,2,4.4,274,+41 22 732 65 08,,http://www.elruedo.ch/,true,false,unclaimed,Rue de Fribourg 12,1201,el-ruedo,3a8e7e7c-4069-436a-a837-0af9f6b53bde,
geneve,Genève,Fiskebar,gastronomique,3,5,5,+41 22 909 60 71,geneva.fiskebar@ritzcarlton.com,https://www.geneva-fiskebar.com,true,true,unclaimed,Quai du Mont-Blanc 11,1211,fiskebar,a87b358f-03e5-4c9e-8db9-c4effd73f4c3,
geneve,Genève,Gangnam Pocha - Korean street food in Geneva,coreen,2,4.9,156,+41 22 771 30 30,,https://www.gangnam.ch/,true,false,unclaimed,Rue de Zurich 35,1201,gangnam-pocha-korean-street-food-in-geneva,5c497625-ffa6-4c10-8f1e-d4ca5768eee5,
geneve,Genève,Gaya,coreen,2,4.1,423,+41 22 732 46 36,,,true,false,unclaimed,Rue Ferrier 19,1202,gaya,74ec7a95-eb70-47b3-b8f2-ea41d76238ce,
geneve,Genève,Indian Plaza | Halal Food in Geneva,indien,2,4.7,6252,+41 22 732 07 32,,http://www.indianplaza.ch/,true,false,unclaimed,Rue de Monthoux 58,1201,indian-plaza-halal-food-in-geneva,ffbfc180-7599-492c-a425-5f12c4c4f790,
geneve,Genève,Izumi,japonais,3,5,5,+41 22 908 75 22,,https://www.fourseasons.com/geneva/dining/restaurants/izumi/,true,false,unclaimed,Quai des Bergues 33,1201,izumi,366e3e3d-9721-4b57-8731-b39f41b62e3d,
geneve,Genève,Khora,grec,2,4.2,725,+41 22 736 39 12,reservations@khora-geneve.com,http://www.khora-geneve.com/,true,false,unclaimed,Av. Pictet-de-Rochemont 8,1207,khora,95338951-20c8-42ed-8853-8f6b2b467bb8,
geneve,Genève,Kimchi,coreen,2,4.4,361,+41 22 328 05 00,,http://www.korea-kimchi.ch/,true,false,unclaimed,Rue de Carouge 85,1205,kimchi,40e4037e-9b77-4312-9083-e261016d7ff5,
geneve,Genève,L Agape,francais,2,5,5,+41 22 343 12 98,contact@lagape.ch,https://www.lagape.ch,true,true,unclaimed,Rue Caroline 11,1227,l-agape,c543dcd9-68a7-49d5-9a4b-0f17bff0fa5b,
geneve,Genève,L Aparté,gastronomique,3,5,5,+41 22 906 14 60,laparte@manotel.com,https://laparterestaurant.ch,true,true,unclaimed,Rue de Lausanne 43,1201,l-aparte,7fe69c5a-862b-4d37-821a-325822709d9b,
geneve,Genève,La Buvette des Bains des Pâquis,suisse,1,5,5,+41 22 738 16 16,,https://buvettedesbains.com,true,false,unclaimed,Quai du Mont-Blanc 30,1201,la-buvette-des-bains-des-paquis,aa98e28b-204c-48a9-97e3-8884b8a6bc6d,
geneve,Genève,La Limite,suisse,2,4.4,5,+41 22 345 32 98,,,true,false,unclaimed,Rue des Charmilles 11,1203,la-limite,f4912b7a-9bb1-4b28-9599-f2341016bc44,
geneve,Genève,Lanna Thai,thai,2,4.6,5,+41 22 741 23 50,,,true,false,unclaimed,Avenue Blanc 42,1202,lanna-thai-geneve,a4994ac6-f5a9-417a-aa0e-e85af0327787,
geneve,Genève,Le 33,chinois,2,4.6,327,+41 22 312 16 07,,https://www.le-33-restaurant-chinois.ch/,true,false,unclaimed,Pl. du Bourg-de-Four 33,1204,le-33,4d817274-9ea8-4695-9075-db4688d6daf0,
geneve,Genève,Le Bánh Mì,vietnamien,2,4.5,344,+41 22 314 02 25,hello@lebanhmi.ch,http://www.lebanhmi.ch/,true,false,unclaimed,Pl. des Eaux-Vives 10,1207,le-bnh-m,c25268cb-624f-4123-9d5c-fe2ead4fd4f8,
geneve,Genève,Le Bistroquet,suisse,2,4.6,5,+41 22 343 06 36,lebistroquetgeneve@gmail.com,https://lebistroquet-geneve.ch,true,true,unclaimed,Rue Caroline 10,1227,le-bistroquet,83caad68-1b22-41d9-9a07-6884fcd34867,
geneve,Genève,Le Darshana,indien,2,3.8,5,+41 22 736 36 48,contact@ledarshana.ch,https://www.ledarshana.ch,true,true,unclaimed,Avenue de Sainte-Clotilde 21,1205,le-darshana,8ba94af5-884b-46cb-9997-fc6057aa9768,
geneve,Genève,Le Grec,grec,2,4.6,396,+41 22 336 24 18,,https://www.le-grec.ch/,true,false,unclaimed,Rue Du Bois-Melly 3,1205,le-grec,54df388b-60d7-45d1-84dc-068ad923ef8b,
geneve,Genève,Le Grec,grec,2,4.8,5,+41 22 320 44 22,,,true,false,unclaimed,Boulevard Carl-Vogt 101,1205,le-grec-geneve,a0cca39d-3375-4aa1-8c59-08ee85ea06cb,
geneve,Genève,Le Jules-Edouard Restaurant,fusion,2,4.6,609,+41 22 734 20 98,info@jules-edouard.ch,https://www.jules-edouard.ch/,true,false,unclaimed,Rue du Grand-Pré 2,1202,le-julesedouard-restaurant,047a760c-09ef-49e0-bf86-d034dd63d9c7,
geneve,Carouge,Le Marchand de Sable,francais,3,4,5,+41 22 342 10 75,,,true,false,unclaimed,Rue Vautier 4,1227,le-marchand-de-sable-carouge,358328a6-65c5-4860-b465-5698c59541c2,
geneve,Genève,Le Mexicain,mexicain,2,4.8,499,+41 22 320 82 29,,,true,false,unclaimed,Rue des Deux-Ponts 3,1205,le-mexicain,c7355fdf-ea5b-4297-9539-80d8472fb426,
geneve,Genève,Le nouveau Lido 'Chez Ana' - Restaurant espagnol à Genève,espagnol,2,4.2,891,+41 79 315 10 53,,https://chezana.ch/,true,false,unclaimed,Rte des Acacias 20,1227,le-nouveau-lido-chez-ana-restaurant-espagnol-geneve,c9131bb7-2cd1-486d-bb87-2c359943b7c2,
geneve,Genève,Le Perron,suisse,2,3.8,5,+41 22 311 31 08,leperron5@hotmail.com,https://restaurant-leperron.ch,true,false,unclaimed,Rue du Perron 5,1204,le-perron-geneve,b6752893-7253-4791-b0d3-01efecd1eac0,
geneve,Genève,Le Phénix,chinois,2,4.3,382,+41 22 735 34 30,contact@resto-phenix.ch,https://resto-phenix.ch/,true,false,unclaimed,Rue des Vollandes 38,1207,le-phenix,690d9c2d-71ee-4d88-9266-ba67ee1a9dd9,
geneve,Genève,Le Portugais,fruits-de-mer,2,4.4,162,+41 22 329 40 98,,http://www.leportugais.ch/,true,false,unclaimed,Bd du Pont-d'Arve 59,1205,le-portugais,7565c8b1-10ab-4c78-8472-9088ba136bf9,
geneve,Genève,Le Thermomètre,francais,2,5,5,+41 22 310 25 35,,,true,false,unclaimed,Rue Neuve-du-Molard 22,1204,le-thermometre,f99b9af1-47e6-48b7-a737-6a18a47276c7,
geneve,Genève,Les Aviateurs par Philippe Chevrier,gastronomique,4,5,5,+41 22 510 36 95,,,true,true,unclaimed,Rue du Rhone 48,1204,les-aviateurs-geneve,a6f4a3e8-8cfb-4290-aa08-4b477efc28b8,
geneve,Genève,Living Room,francais,2,4.4,5,+41 22 909 60 65,livingroom.geneva@ritzcarlton.com,https://www.livingroombarandkitchen.com,true,false,unclaimed,Quai du Mont-Blanc 11,1201,living-room,9ba08ebf-f505-4fef-9d6e-6b7fba9b115b,
geneve,Genève,Madras Dosa,indien,2,5,5,+41 22 733 88 00,info@madras-dosa.ch,,true,false,unclaimed,Rue Tronchin 28,1202,madras-dosa-geneve,e3184e4f-2925-4d69-80ee-9750dda94a85,
geneve,Genève,Maison d'Asie,vietnamien,2,4.1,675,+41 22 738 03 83,,https://www.maison-d-asie.com/,true,false,unclaimed,Rue de la Servette 20,1201,maison-dasie,25820665-9455-4e96-884a-a940e832ca7f,
geneve,Genève,Mama & Zita,mediterraneen,2,4.4,5,+41 22 303 70 20,info@mama-zita.ch,https://www.mama-zita.ch,true,true,unclaimed,Chemin Camille-Vidart 13,1202,mama-zita,5d4be69b-75bd-4b63-a6cc-bdd7b9ae948c,
geneve,Genève,Masala House,indien,2,4.8,1756,+41 22 731 02 72,info@masalahouserestaurant.ch,https://masalahouserestaurant.ch/,true,false,unclaimed,Rue Chaponnière 5,1201,masala-house,cdc75990-ace0-4f31-bb4e-195e0d58d5b2,
geneve,Genève,Medusa Restaurant,grec,2,4.7,391,+41 22 733 87 87,booking@medusa-geneve.ch,https://www.medusa-geneve.ch/,true,false,unclaimed,Rue de Montbrillant 87,1202,medusa-restaurant,f1f6d9c5-5a99-42f4-a516-a7c4279760ca,
geneve,Genève,Meltd Home Burgers,americain,2,4.7,214,,,https://meltd.ch/,true,false,unclaimed,Bd de la Tour 2,1205,meltd-home-burgers,5f699561-12d9-4fdc-a19c-784df24d963e,
geneve,Genève,Meyhanè Genève,turc,2,4.7,305,+41 22 320 84 16,contact@meyhane.ch,http://www.meyhane.ch/,true,false,unclaimed,Bd du Théâtre 10,1204,meyhane-geneve,785bacd1-1e26-4a81-827c-9fea1c1f173f,
geneve,Genève,Misuji,japonais,2,5,5,+41 22 320 10 00,,https://misuji.ch,true,false,unclaimed,Boulevard du Pont-d Arve 49,1205,misuji-geneve,b30c6e02-288a-4704-8595-b2e9b86c995e,
geneve,Genève,Molino Molard,italien,2,5,5,+41 22 310 99 88,info@molino.ch,https://molino.ch,true,false,unclaimed,Place du Molard 7,1204,molino-molard,0f01ad1b-98f3-4010-98a3-b9e14d67f703,
geneve,Genève,Monsieur Bouillon,francais,2,4.2,5,+41 22 789 09 09,info@monsieurbouillon.ch,https://monsieurbouillon.ch,false,false,unclaimed,Place de la Synagogue 5,1204,monsieur-bouillon-geneve,569d3821-8956-44a8-a014-7aced81a2901,
geneve,Genève,Nefis,turc,2,4.2,5,+41 22 800 14 62,info@nefis.ch,,true,false,unclaimed,Avenue du Mail 17,1205,nefis-geneve,7d749005-a5df-4323-90ab-676741f3c769,
geneve,Genève,Nguyen-Saveurs du Vietnam,vietnamien,2,4.4,454,+41 78 674 62 88,,http://www.nguyen-saveursduvietnam.ch/,true,false,unclaimed,Rue de Bâle 12,1201,nguyensaveurs-du-vietnam,945261ea-57d5-4f55-a1f6-99ded525a8ee,
geneve,Genève,Órale!,mexicain,2,4.9,1075,+41 22 344 03 98,contact@orale.ch,https://www.orale.ch/,true,false,unclaimed,Rue de l'Encyclopédie 2,1201,rale,e1ef35dc-d8bd-4b99-ad99-d19887c28523,
geneve,Genève,Ottolenghi Geneva,mediterraneen,4,5,5,+41 22 909 00 00,,https://www.mandarinoriental.com/en/geneva/rhone-river/dine/ottolenghi,true,true,unclaimed,Quai Turrettini 1,1201,ottolenghi-geneva,3bfa6f18-d331-47eb-9247-0fc4ec9cd9b1,
geneve,Genève,Pachacamac by Cecilia Zapata,fusion,2,4.5,456,+41 22 940 24 37,info@pachacamacrestaurant.com,http://www.pachacamacrestaurant.com/,true,false,unclaimed,Rue Voltaire 11,1201,pachacamac-by-cecilia-zapata,6d63e68a-bcc5-4724-ae0c-f866c53fdc60,
geneve,Genève,Parfums de Beyrouth,libanais,3,3.8,5,+41 22 731 66 58,info@parfumsdebeyrouth.ch,https://parfumsdebeyrouth.ch,true,false,unclaimed,Rue de Berne 18,1201,parfums-de-beyrouth,7986a94b-d174-4293-b865-5340fae8dbbf,
geneve,Carouge,PESCA ROUGE,fruits-de-mer,2,4.7,139,+41 22 313 13 59,,http://www.pescarouge.com/,true,false,unclaimed,Rue Ancienne 7,1227,pesca-rouge,a4cbdaaf-3ba9-48e4-94be-d154a6aaff76,
geneve,Genève,Pidé Factory,turc,2,4.7,645,+41 22 320 67 94,info@pidefactory.ch,https://www.pidefactory.ch/,true,false,unclaimed,Bvd de Saint-Georges 30,1205,pide-factory,99078bf2-4339-453a-97fa-4cacaa0f33be,
geneve,Genève,Restaurant China Garden,chinois,2,4.4,271,+41 22 733 21 91,,http://www.chinagarden-geneve.ch/,true,false,unclaimed,Av. De-Budé 15,1202,restaurant-china-garden,7fc69d96-fa41-44c5-91fb-729808c56397,
geneve,Genève,Restaurant Fleur de Lotus,vietnamien,2,4.3,206,+41 22 910 45 59,,,true,false,unclaimed,Rue du Grand-Pré 25,1202,restaurant-fleur-de-lotus,4e6932fa-a07f-499d-ac83-f5080c78b8a8,
geneve,Genève,Restaurant Kimchi,coreen,2,4.6,5,+41 22 328 05 00,,,true,false,unclaimed,Rue de Carouge 85,1205,restaurant-kimchi-geneve,322d502d-0df8-4654-9a3a-d0096d62dfde,
geneve,Genève,Restaurant Kung Fu,chinois,2,4.6,1523,+41 22 900 38 88,,http://www.restokungfu.ch/,true,false,unclaimed,Bd James-Fazy 14,1201,restaurant-kung-fu,f77b286a-2bb9-4730-a2ed-65dc3b289caf,
geneve,Genève,Restaurant Le Chat Rouge,mexicain,2,4.7,1616,+41 22 355 02 31,,https://www.lechatrouge.ch/,true,false,unclaimed,Rue Voltaire 25,1201,restaurant-le-chat-rouge,e53f7bc3-1182-40e2-b5fd-da2681a8575a,
geneve,Genève,Restaurant Le Figuier,mediterraneen,2,5,5,+41 22 340 76 75,info@restaurant-lefiguier.ch,https://restaurant-lefiguier.ch,true,false,unclaimed,Avenue De-Luserna 32,1203,restaurant-le-figuier-geneve,b057b776-3a6f-4959-ab1f-834256f2e53d,
geneve,Genève,Restaurant Les Armures,suisse,3,4,5,+41 22 818 71 71,reception@lesarmures.ch,https://www.lesarmures.ch,true,false,unclaimed,Rue du Puits-Saint-Pierre 1,1204,restaurant-les-armures,6473c48d-6fb6-425c-b27b-4d2ac64a40dd,
geneve,Genève,Restaurant-tapas Hanae,espagnol,2,4.8,651,+41 22 736 93 93,info@hanae-restaurant.ch,http://hanae-restaurant.ch/,true,false,unclaimed,Rue des Pierres-du-Niton 5,1207,restauranttapas-hanae,ea1a6a91-9281-42bd-98df-43669b429f05,
geneve,Genève,Rumi Restaurant,turc,2,4.8,554,+41 79 793 33 63,,https://www.rumirestaurant.ch/,true,false,unclaimed,Rue du Grand-Pré 45,1202,rumi-restaurant,bd08def3-7ee2-4ca6-bf4f-8c96a3882573,
geneve,Genève,Sachi,japonais,4,4.8,5,+41 22 909 00 00,,https://www.mandarinoriental.com/geneva,true,true,unclaimed,Quai Turrettini 1,1201,sachi,9bfc04fc-4204-4a42-9728-cbadd9c28806,
geneve,Genève,Sagano,japonais,3,2,5,+41 22 733 11 50,info@sagano.ch,https://sagano.ch,true,false,unclaimed,Rue de Montbrillant 86,1202,sagano-geneve,05b76bda-56a8-4f20-a758-a4795802cbf4,
geneve,Genève,Sam's Grill House Geneva - Mont-Blanc,turc,2,4.7,568,+41 22 554 81 12,,,true,false,unclaimed,Rue du Mont-Blanc 16,1201,sams-grill-house-geneva-montblanc,2f690753-9da4-467e-a1d6-2014e3063c9c,
geneve,Genève,Séoul,coreen,2,4.4,781,+41 22 732 46 05,,http://www.seoulgeneva.com/,true,false,unclaimed,Rue de Zurich 17,1201,seoul,98d3f27c-b7b2-4eb5-a553-cc760f61f8c4,
geneve,Genève,Spinella Restaurant & Bar,italien,3,5,5,+41 22 733 77 33,,https://www.spinella.ch,true,true,unclaimed,Rue Liotard 4,1202,spinella-restaurant-bar,926d4ff3-24ed-4ca7-9e77-6c6031bf8f39,
geneve,Genève,STACK'EM - SMASH BURGER,americain,2,4.7,469,+41 22 736 05 82,,https://stackem.ch/#home,true,false,unclaimed,Quai Gustave-Ador 24,1207,stackem-smash-burger,1d46242c-c256-44b6-9872-2f2260235c97,
geneve,Genève,Taberna Viva,espagnol,2,4.8,128,+41 76 616 30 50,,,true,false,unclaimed,Rue de l'Avenir 5,1207,taberna-viva,7db7ce1c-c9ae-4f0e-8ade-136de655b38c,
geneve,Genève,Taqueria Los Cuñados,mexicain,2,4.3,1261,+41 22 736 51 93,hola@taquerialoscunados.ch,https://taquerialoscunados.ch/,true,false,unclaimed,Rue de Montchoisy 17,1207,taqueria-los-cuados,4b8ffcfe-c9b6-44b6-829d-296217754a9b,
geneve,Genève,Thai Phuket,thai,2,4.8,5,+41 22 734 41 00,contact@thai-phuket.com,https://thai-phuket.ch,true,false,unclaimed,Avenue de France 33,1202,thai-phuket-geneve,fbfe2892-0244-4c76-883d-30d3fad13a27,
geneve,Genève,The Greek Project™ - Geneva / Plainpalais,grec,2,4.7,137,+41 22 808 08 28,hello@thegreekproject.ch,https://www.thegreekproject.ch/geneva,true,false,unclaimed,Bd du Pont-d'Arve 21,1205,the-greek-project-geneva-plainpalais,a810820e-91c5-4e35-88e5-a62b750cbabb,
geneve,Genève,Tonic Restaurant,vegetarien,2,4.8,120,+41 22 320 02 30,,http://www.tonic-restaurant.ch/,true,false,unclaimed,Bd Carl-Vogt 30,1205,tonic-restaurant,a6aa2e0c-8237-4cf3-a486-e12ef1790c25,
geneve,Genève,"Yvonne & Nala ""Asian & Bedouin Flavors""",fusion,2,4.8,535,+41 22 436 81 00,info@yvonnes.ch,http://www.yvonnes.ch/,true,false,unclaimed,Rue du Village-Suisse 10,1205,yvonne-et-nala-asian-et-bedouin-flavors,4394b081-44b3-41c5-9ebc-ae72073a623e,
geneve,Genève,Zem Genève,turc,2,4.8,203,+41 22 781 66 56,info@zemgeneve.ch,http://zemgeneve.ch/,true,false,unclaimed,Av. Henri-Dunant 4,1205,zem-geneve,002ac3a8-ce48-404f-8d6f-4630d445bdb2,
geneve,Genève,佳味面馆 Restaurant JIAWEI,chinois,2,4.4,680,+41 22 313 83 89,sunny@jiawei.ch,https://jiawei.ch/,true,false,unclaimed,Rue des Terreaux-du-Temple 14,1201,restaurant-jiawei,a5480ad0-fb74-4f3e-b418-6949f2251386,
jura,Courroux,Art'Café Restaurant,suisse,2,4.3,69,+41 32 422 08 44,,https://www.facebook.com/p/ArtCaf%C3%A9-Restaurant-61575060956685/,true,false,unclaimed,Rue de l'Eglise 1,2822,artcafe-restaurant-courroux,9d0da707-248b-44da-9428-2c7b58cb4764,
jura,Porrentruy,Auberge d Ajoie,suisse,2,4.6,5,+41 32 466 18 48,contact@aubergedajoie.ch,https://aubergedajoie.ch,true,false,unclaimed,Rue Gustave-Amweg 1,2900,auberge-dajoie-porrentruy,a3a27cd6-ca05-4835-9fcb-d5de6eda8801,
jura,Delémont,Auberge Les Viviers,suisse,2,4.4,5,+41 32 423 01 16,lesviviers24@outlook.com,https://lesviviers.ch,true,false,unclaimed,Route de Develier 24,2800,auberge-les-viviers-delemont,7467341a-04b8-456c-8909-c65be6f5b358,
jura,Delémont,Backstage,francais,3,5,5,+41 32 435 61 38,info@backstagedelemont.ch,https://backstagedelemont.ch,true,false,unclaimed,Rue Emile-Boechat 71,2800,backstage-delemont,daec123d-dd96-4669-a4cd-0c1dc0f8fd54,
jura,Porrentruy,Brasserie des Deux Clefs,suisse,2,4.2,5,+41 32 466 12 84,,,true,false,unclaimed,Rue des Malvoisins 7,2900,brasserie-des-deux-clefs-porrentruy,5272d168-139a-4a9e-9c7c-d68ebb7d1465,
jura,Saignelégier,Café Restaurant de la Poste,suisse,1,4.4,5,+41 32 951 11 79,m.paupe@bluewin.ch,https://cafe-restaurant-poste.ch,true,false,unclaimed,Place du 23-Juin 8,2350,cafe-restaurant-de-la-poste-saignelegier,d4da5c28-a7e7-4645-86a0-10e0e0dbef34,
jura,Pleujouse,Château de Pleujouse,gastronomique,4,3.8,5,+41 32 462 10 80,info@chateaudepleujouse.ch,https://chateaudepleujouse.ch,true,true,unclaimed,Le Chateau 18,2953,chateau-de-pleujouse,93851522-1bcd-4187-bbea-5f990d5989eb,
jura,Haute-Sorne,Coop Restaurant Bassecourt,suisse,2,4.1,109,+41 32 427 35 05,,https://www.coop-restaurant.ch/fr/restaurantfinder/finderdetailpage.6175.html,true,false,unclaimed,Rue de l'Abbé-Monnin 81,2854,coop-restaurant-bassecourt-bassecourt,c6aefb5e-7156-4235-a36c-c3b98a0b801e,
jura,St-Ursanne,Hôtel de la Couronne,suisse,2,4.6,5,+41 32 461 35 67,info@hotelcouronne.ch,https://hotelcouronne.ch,true,false,unclaimed,Rue du 23-Juin 3,2882,hotel-de-la-couronne-st-ursanne,aeda0c88-cdb7-4e1f-a4fa-925821346b2f,
jura,Saignelégier,Hôtel de la Gare,suisse,2,4.8,5,+41 32 951 11 21,info@hoteldelagare-saignelegier.ch,https://hoteldelagare-saignelegier.ch,true,false,unclaimed,Rue de la Gruere 4,2350,hotel-de-la-gare-saignelegier,f56b2d80-3519-4a32-84ae-a7effbf8fe91,
jura,Goumois,Hôtel du Doubs,gastronomique,3,3.8,5,+41 32 951 13 23,info@hoteldudoubs.ch,https://hoteldudoubs.ch,true,false,unclaimed,Principale 16,2354,hotel-du-doubs-goumois,8723bfba-2cf8-4f37-ad17-cbcd0b0e147a,
jura,Porrentruy,Hôtel Restaurant Bellevue,francais,3,4.6,5,+41 32 466 55 44,,,true,false,unclaimed,Route de Bellevue 4,2900,hotel-restaurant-bellevue-porrentruy,b0531392-5f22-482f-8965-cf5783a37cf2,
jura,Courroux,Hôtel Restaurant Pizzeria de l'Ours,italien,2,4.2,266,+41 32 422 13 65,info@hotel-de-lours.ch,http://www.hotel-de-lours.ch/,true,false,unclaimed,Rue du 23 Juin 38,2822,hotel-restaurant-pizzeria-de-lours-courroux,91df26ba-109b-4157-88e7-5c408c5c859b,
jura,Bassecourt,Hôtel-Restaurant de la Croix Blanche Bassecourt,suisse,2,4.2,145,+41 32 426 71 89,,http://www.croix-blanche-bassecourt.ch/,true,false,unclaimed,Rue du Colonel-Hoffmeyer 51,2854,hotelrestaurant-de-la-croix-blanche-bassecourt-bassecourt,cf33b71a-ca01-429e-b69e-281d4904fc66,
jura,Le Noirmont,Hôtel-Restaurant du Soleil,suisse,2,5,5,+41 32 953 11 11,,,true,false,unclaimed,Rue de la Rauracie 18,2340,hotel-restaurant-du-soleil-le-noirmont,7d7a7e70-54c2-4b7c-8f73-4c55d8b25d81,
jura,Delémont,Komachi,japonais,2,4.8,5,+41 32 423 00 53,,,true,false,unclaimed,Rue de l Hopital 39,2800,komachi-delemont,75cdc1c4-0b9b-4fd4-a6e6-354bad6cec4f,
jura,Delémont,La Bonne Auberge,francais,3,4.8,5,+41 32 422 17 58,info@labonneauberge.ch,https://labonneauberge.ch,true,false,unclaimed,Rue du 23 Juin 32,2800,la-bonne-auberge-delemont,5b279de4-1e1d-4fa7-a8e6-a8c365778f0d,
jura,Delémont,La Croix Blanche,italien,2,4.8,5,+41 32 422 26 98,,https://lacroix-blanche.ch,true,false,unclaimed,Rue du Marche 10,2800,la-croix-blanche-delemont,83fb4a90-5b05-4fd5-9cd0-48e8e0413c72,
jura,Porrentruy,La Croix Federale,francais,2,5,5,+41 32 466 88 30,info@lacroixfederale.com,https://lacroixfederale.com,true,false,unclaimed,Grand-Rue 1,2900,la-croix-federale-porrentruy,dbd04c41-7424-431d-8be4-762c120585ac,
